#q2lo q2hi qTlo qThi PDF0  uncertainty
125.04 125.042 5 10 3.07951007320766e-09 7.241928369757896e-16
125.04 125.042 10 15 2.606288653397069e-09 5.472050721241746e-14
125.04 125.042 15 20 1.935379008100594e-09 1.978395615880233e-14
125.04 125.042 20 25 1.391393534119231e-09 1.14470311235981e-14
125.04 125.042 25 30 9.895445335259624e-10 7.026768341508259e-15
125.04 125.042 30 35 6.982925271503011e-10 4.240442159126143e-15
125.04 125.042 35 40 4.870518286915144e-10 2.730238446972829e-15
125.042 125.044 0 5 1.633370607223127e-09 5.560414908329795e-14
125.042 125.044 5 10 2.80047420633192e-09 5.447870467436497e-16
125.042 125.044 10 15 2.370146542362609e-09 4.986108004808352e-14
125.042 125.044 15 20 1.760034038958395e-09 1.806383203661849e-14
125.042 125.044 20 25 1.265339907701874e-09 1.035893576827736e-14
125.042 125.044 25 30 8.999010783180194e-10 6.427031614914793e-15
125.042 125.044 30 35 6.350372865683754e-10 3.882268063081913e-15
125.042 125.044 35 40 4.429348332096568e-10 2.501018578388722e-15
125.044 125.046 0 5 1.49177359573861e-09 5.073743949364298e-14
125.044 125.046 5 10 2.55771644987023e-09 4.151411144150956e-16
125.044 125.046 10 15 2.164705175967167e-09 4.561063329806043e-14
125.044 125.046 15 20 1.607485187310814e-09 1.655056905507908e-14
125.044 125.046 20 25 1.155673890660342e-09 9.424165460484415e-15
125.044 125.046 25 30 8.219115281067957e-10 5.896711678014637e-15
125.044 125.046 30 35 5.800052553969188e-10 3.56462906011777e-15
125.044 125.046 35 40 4.045529418065394e-10 2.297392798528241e-15
125.046 125.048 0 5 1.367823353714663e-09 4.648766726908438e-14
125.046 125.048 5 10 2.345212147840996e-09 3.200941858644023e-16
125.046 125.048 10 15 1.984866177661438e-09 4.187395752051768e-14
125.046 125.048 15 20 1.473946807884084e-09 1.521417984882075e-14
125.046 125.048 20 25 1.059674091953216e-09 8.614157933048072e-15
125.046 125.048 25 30 7.536406059578486e-10 5.426508789816581e-15
125.046 125.048 30 35 5.318308794028427e-10 3.282364154187663e-15
125.046 125.048 35 40 3.709537878921706e-10 2.116205584218992e-15
125.048 125.05 0 5 1.258705727560815e-09 4.275380895535515e-14
125.048 125.05 5 10 2.15813679359747e-09 2.494879670087164e-16
125.048 125.05 10 15 1.82654679307615e-09 3.857311140944525e-14
125.048 125.05 15 20 1.35638737076426e-09 1.402939814860313e-14
125.048 125.05 20 25 9.751612295061801e-10 7.90693253540329e-15
125.048 125.05 25 30 6.935385457215804e-10 5.008336230716841e-15
125.048 125.05 30 35 4.894206237848346e-10 3.030889053054567e-15
125.048 125.05 35 40 3.413747157654382e-10 1.954619463079011e-15
124.952 125.05 0 40 1.601542344499864e-05 1.22487873432571e-10
