#q2lo q2hi qTlo qThi PDF0  uncertainty
125.022 125.024 0 5 -1.841222601771748e-09 6.68259433229764e-14
125.022 125.024 5 10 -3.322767654122961e-09 2.312394895570292e-14
125.022 125.024 10 15 -2.959067215335924e-09 3.623713624791696e-14
125.022 125.024 15 20 -2.287834336071083e-09 5.455009032400517e-15
125.022 125.024 20 25 -1.702755990044899e-09 2.382701506919774e-14
125.022 125.024 25 30 -1.251541600285092e-09 7.801070063179149e-16
125.022 125.024 30 35 -9.140493274897719e-10 1.495865267152176e-15
125.022 125.024 35 40 -6.629034752137978e-10 1.442702939421027e-15
125.024 125.026 0 5 -1.694244270217439e-09 5.820696269286503e-14
125.024 125.026 5 10 -3.057529513532342e-09 1.529981987306393e-14
125.024 125.026 10 15 -2.722868472473449e-09 3.869831956100764e-14
125.024 125.026 15 20 -2.105220050542217e-09 9.147254657465323e-15
125.024 125.026 20 25 -1.56684625963089e-09 1.886748949225932e-14
125.024 125.026 25 30 -1.151649417689506e-09 1.538344581467234e-15
125.024 125.026 30 35 -8.410963091508193e-10 2.708802169138792e-16
125.024 125.026 35 40 -6.09996850787842e-10 1.329753184742508e-16
125.026 125.028 0 5 -1.568901441362777e-09 5.185801454177277e-14
125.026 125.028 5 10 -2.831336295047935e-09 1.044459042906788e-14
125.026 125.028 10 15 -2.521441001872122e-09 3.917307044330988e-14
125.026 125.028 15 20 -1.94948947142822e-09 1.104258457210839e-14
125.026 125.028 20 25 -1.450945042509089e-09 1.556803505363089e-14
125.026 125.028 25 30 -1.066463601471904e-09 2.830220657658453e-15
125.026 125.028 30 35 -7.78883853459566e-10 1.277146753609064e-15
125.026 125.028 35 40 -5.648796417271275e-10 6.210721245819227e-16
125.028 125.03 0 5 -1.460762632439651e-09 4.696884905403081e-14
125.028 125.03 5 10 -2.636190379321708e-09 7.324529995002225e-15
125.028 125.03 10 15 -2.347662337935005e-09 3.862684991076265e-14
125.028 125.03 15 20 -1.815135667619486e-09 1.194035826954334e-14
125.028 125.03 20 25 -1.350953653179074e-09 1.326832522951096e-14
125.028 125.03 25 30 -9.929715325297416e-10 3.541636946851581e-15
125.028 125.03 30 35 -7.252116944244802e-10 1.850928628286965e-15
125.028 125.03 35 40 -5.259561033239701e-10 1.058153956487406e-15
125.03 125.032 0 5 -1.366525083973363e-09 4.306700836685477e-14
125.03 125.032 5 10 -2.46613124836347e-09 5.258030706984397e-15
125.03 125.032 10 15 -2.196224257322533e-09 3.756694693101782e-14
125.03 125.032 15 20 -1.698054472544748e-09 1.227238801486548e-14
125.03 125.032 20 25 -1.263817473599209e-09 1.159803839223117e-14
125.03 125.032 25 30 -9.289280183774197e-10 3.915424963385173e-15
125.03 125.032 30 35 -6.78440067442268e-10 2.171199612116579e-15
125.03 125.032 35 40 -4.920370042482809e-10 1.308702311759158e-15
125.032 125.034 0 5 -1.283678041508711e-09 3.986281265347775e-14
125.032 125.034 5 10 -2.316627763663866e-09 3.852768858874025e-15
125.032 125.034 10 15 -2.06309152625328e-09 3.626668411422971e-14
125.032 125.034 15 20 -1.595125980364409e-09 1.228020059926624e-14
125.032 125.034 20 25 -1.187214457747711e-09 1.034008478947432e-14
125.032 125.034 25 30 -8.726263285365337e-10 4.088754221661579e-15
125.032 125.034 30 35 -6.373224783255139e-10 2.339382430450968e-15
125.032 125.034 35 40 -4.622183366975528e-10 1.446750448929559e-15
125.034 125.036 0 5 -1.210279436205992e-09 3.717052122422568e-14
125.034 125.036 5 10 -2.184175116875801e-09 2.874727513147032e-15
125.034 125.036 10 15 -1.945142939580463e-09 3.487546995227547e-14
125.034 125.036 15 20 -1.503936995693788e-09 1.210273881189339e-14
125.034 125.036 20 25 -1.119348550922055e-09 9.362099478823175e-15
125.034 125.036 25 30 -8.22746348918413e-10 4.141541642704785e-15
125.034 125.036 30 35 -6.008947994881841e-10 2.414808521341365e-15
125.034 125.036 35 40 -4.358008805884412e-10 1.515702261944085e-15
125.036 125.038 0 5 -1.144803899984132e-09 3.48661817806459e-14
125.036 125.038 5 10 -2.066020529367942e-09 2.179870077834931e-15
125.036 125.038 10 15 -1.839927028271193e-09 3.347513610649026e-14
125.036 125.038 15 20 -1.422592147299902e-09 1.182171291271266e-14
125.036 125.038 20 25 -1.058809102806606e-09 8.580476190471856e-15
125.036 125.038 25 30 -7.782512452761292e-10 4.121566858699677e-15
125.036 125.038 30 35 -5.683997964501599e-10 2.433128822629214e-15
125.036 125.038 35 40 -4.122354649973478e-10 1.541706538263141e-15
125.038 125.04 0 5 -1.086036938571183e-09 3.286407649037131e-14
125.038 125.04 5 10 -1.959972259132734e-09 1.677046847792766e-15
125.038 125.04 10 15 -1.745491962397789e-09 3.210980920287085e-14
125.038 125.04 15 20 -1.349582370657697e-09 1.148595030208417e-14
125.038 125.04 20 25 -1.004472980543874e-09 7.940693258218367e-15
125.038 125.04 25 30 -7.383155132447435e-10 4.057996548281873e-15
125.038 125.04 30 35 -5.392345784153827e-10 2.416250064090907e-15
125.038 125.04 35 40 -3.910848560145861e-10 1.54088437077869e-15
125.04 125.042 0 5 -1.03299973139189e-09 3.110301771037217e-14
125.04 125.042 5 10 -1.864263883348403e-09 1.307129812980361e-15
125.04 125.042 10 15 -1.660264683345451e-09 3.080223971919988e-14
125.04 125.042 15 20 -1.28369145477293e-09 1.112491645499574e-14
125.04 125.042 20 25 -9.554350130432929e-10 7.406143159887272e-15
125.04 125.042 25 30 -7.022738530398034e-10 3.96893246293599e-15
125.04 125.042 30 35 -5.129132586008561e-10 2.377880718244868e-15
