#q2lo q2hi qTlo qThi PDF0  uncertainty
125.032 125.034 10 15 9.662844022612469e-10 1.229922210176615e-14
125.032 125.034 15 20 8.850265890897045e-10 4.84394470166227e-15
125.032 125.034 20 25 7.732057806071726e-10 3.674292999975768e-15
125.032 125.034 25 30 6.638010499391651e-10 1.928114132443659e-15
125.032 125.034 30 35 5.663283339588089e-10 1.178262854625827e-15
125.032 125.034 35 40 4.824398766257716e-10 7.547722520029121e-16
125.034 125.036 0 5 3.947593239899499e-10 8.572563165665215e-15
125.034 125.036 5 10 8.108778754054551e-10 3.578908413817489e-16
125.034 125.036 10 15 8.593808820508035e-10 1.103957038210114e-14
125.034 125.036 15 20 7.871157434422208e-10 4.400091440015457e-15
125.034 125.036 20 25 6.876678146194877e-10 3.188049200759548e-15
125.034 125.036 25 30 5.90367865143306e-10 1.783712120308085e-15
125.034 125.036 30 35 5.036793319270769e-10 1.106664066597962e-15
125.034 125.036 35 40 4.290718581835055e-10 7.213034566322434e-16
125.036 125.038 0 5 3.533677336780677e-10 7.643312805946613e-15
125.036 125.038 5 10 7.25858263116857e-10 2.568232369699674e-16
125.036 125.038 10 15 7.692791331379772e-10 9.950265709714548e-15
125.036 125.038 15 20 7.045931630529816e-10 4.000798087050362e-15
125.036 125.038 20 25 6.155734062955408e-10 2.80010839288227e-15
125.036 125.038 25 30 5.284757090658563e-10 1.643131884848166e-15
125.036 125.038 30 35 4.508764119978751e-10 1.030223476736578e-15
125.036 125.038 35 40 3.840912464681009e-10 6.793878804836977e-16
125.038 125.04 0 5 3.181590862173488e-10 6.860873763862518e-15
125.038 125.04 5 10 6.535384509595318e-10 1.8752429735289e-16
125.038 125.04 10 15 6.926361613337068e-10 9.005847385425676e-15
125.038 125.04 15 20 6.343971093970585e-10 3.644897360538331e-15
125.038 125.04 20 25 5.542477585030599e-10 2.484216674855488e-15
125.038 125.04 25 30 4.758283295373695e-10 1.51138098455242e-15
125.038 125.04 30 35 4.059605622932291e-10 9.548237299460286e-16
125.038 125.04 35 40 3.458292580624882e-10 6.348958977542314e-16
125.04 125.042 0 5 2.879611747837903e-10 6.195058229523872e-15
125.04 125.042 5 10 5.915107342725617e-10 1.390826796582096e-16
125.04 125.042 10 15 6.26900386439477e-10 8.184063167046841e-15
125.04 125.042 15 20 5.741906718737831e-10 3.328922934066269e-15
125.04 125.042 20 25 5.016492969526863e-10 2.222577223540082e-15
125.04 125.042 25 30 4.30673080527727e-10 1.390351550766201e-15
125.04 125.042 30 35 3.674365391390648e-10 8.833087312817104e-16
125.04 125.042 35 40 3.130121695523992e-10 5.909061021132115e-16
125.042 125.044 0 5 2.618668278700342e-10 5.62326275939705e-15
125.042 125.044 5 10 5.379117870655056e-10 1.046263776675065e-16
125.042 125.044 10 15 5.700971348196319e-10 7.466016731698381e-15
125.042 125.044 15 20 5.22165308475706e-10 3.048662180571067e-15
125.042 125.044 20 25 4.56198040049407e-10 2.002748322646712e-15
125.042 125.044 25 30 3.916535821274944e-10 1.280361428932351e-15
125.042 125.044 30 35 3.341471666391071e-10 8.169015430180075e-16
125.042 125.044 35 40 2.846542400086818e-10 5.48968187435236e-16
125.044 125.046 0 5 2.391651572824704e-10 5.128235970550511e-15
125.044 125.046 5 10 4.912814467596061e-10 7.972701524459496e-17
125.044 125.046 10 15 5.20678986578722e-10 6.835880287000859e-15
125.044 125.046 15 20 4.769037842789946e-10 2.799882658188236e-15
125.044 125.046 20 25 4.166558596074008e-10 1.815790205090708e-15
125.044 125.046 25 30 3.577069274389141e-10 1.180961932401782e-15
125.044 125.046 30 35 3.051856405879722e-10 7.559655141134524e-16
125.044 125.046 35 40 2.599830073185398e-10 5.097896948064672e-16
125.046 125.048 0 5 2.192927385197465e-10 4.696593137790646e-15
125.046 125.048 5 10 4.504624395746341e-10 6.147278686932985e-17
125.046 125.048 10 15 4.774195094958601e-10 6.280471404705634e-15
125.046 125.048 15 20 4.37282846206203e-10 2.578647663267078e-15
125.046 125.048 20 25 3.820414558085491e-10 1.655123657122185e-15
125.046 125.048 25 30 3.279906907225035e-10 1.091361277274712e-15
125.046 125.048 30 35 2.798332567617058e-10 7.004166279366257e-16
125.046 125.048 35 40 2.383862421813565e-10 4.736145843981703e-16
125.048 125.05 0 5 2.017983856706856e-10 4.317799127225568e-15
125.048 125.05 5 10 4.145280287583308e-10 4.791265968119048e-17
125.048 125.05 10 15 4.393365841473876e-10 5.788827302473236e-15
125.048 125.05 15 20 4.024029992421056e-10 2.381433910823193e-15
125.048 125.05 20 25 3.515690084351457e-10 1.515802286691706e-15
125.048 125.05 25 30 3.018302610038407e-10 1.010647653728228e-15
125.048 125.05 30 35 2.575144794964662e-10 6.499507274879546e-16
125.048 125.05 35 40 2.193736733717613e-10 4.404364840503459e-16
124.952 125.05 0 40 4.55614745035251e-06 3.142248008673116e-11
